pl_name,hostname,sy_dist,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_orbeccen,pl_orbincl,st_teff,st_rad,st_mass,disc_year,discoverymethod,disc_facility
"KMT-2024-BLG-0349L b","KMT-2024-BLG-0349L",5750.00000000,,,3769.44490702,,,,,,0.680000,2026,"Microlensing","KMTNet"
"HD 164604 c","HD 164604",39.36330000,5387.00000000000,,3019.36986650,,0.196000,8.60000,4663.00,0.780000,0.770000,2026,"Radial Velocity","Las Campanas Observatory"
"TOI-411 b","HD 22946",62.77920000,4.04029500000,1.36200000,13.71000000,1241.00,,,6169.00,1.117000,1.098000,2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"HD 95338 b","HD 95338",36.99410000,55.08269400000,4.27174254,,,,89.65400,5097.00,0.868000,0.848000,2020,"Radial Velocity","Las Campanas Observatory"
"V1298 Tau b","V1298 Tau",108.19900000,24.14000600000,9.41000000,13.10000000,666.00,0.007900,,4970.00,1.320000,1.100000,2019,"Transit","K2"
"HD 28185 b","HD 28185",39.38090000,385.92000000000,,1859.29618095,,0.063000,,5602.00,1.048000,0.974000,2001,"Radial Velocity","La Silla Observatory"
"51 Eri b","51 Eri",29.75750000,9100.00000000000,,3464.32963630,,0.570000,141.00000,,,1.750000,2015,"Imaging","Gemini Observatory"
"WASP-72 b","WASP-72",434.75400000,2.21673000000,14.45961000,731.00900000,,0.000000,86.80000,6250.00,2.180000,2.780000,2012,"Transit","SuperWASP"
"K2-290 b","K2-290",272.90900000,9.21165000000,3.06000000,10.90000000,1230.00,0.000000,88.14000,6302.00,1.511000,1.194000,2019,"Transit","K2"
"HD 20794 f","HD 20794",6.00278000,647.60000000000,,5.82000000,,0.450000,,5368.00,0.930000,0.790000,2025,"Radial Velocity","Multiple Observatories"
"TOI-375 d","TOI-375",396.21300000,297.90000000000,,445.59542661,434.00,,,5259.90,2.900000,1.441000,2026,"Radial Velocity","Multiple Observatories"
"LHS 1903 b","LHS 1903",35.69170000,2.15550980000,1.38200000,3.28000000,796.00,0.015000,,3664.00,0.539000,0.538000,2026,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"HD 208487 b","HD 208487",45.14700000,129.36000000000,,146.20106722,,0.370000,,6134.00,1.160000,1.150000,2004,"Radial Velocity","Anglo-Australian Telescope"
"GJ 887 b","GJ 887",3.28679000,9.26190000000,,3.90000000,426.00,0.140000,,3688.00,0.468000,0.495000,2020,"Radial Velocity","La Silla Observatory"
"HD 206893 b","HD 206893",40.75830000,9350.00000000000,14.01122587,8899.19539600,1429.20,0.140000,146.80000,,,1.320000,2021,"Imaging","Gemini Observatory"
"HD 206893 c","HD 206893",40.75830000,2090.00000000000,16.36511182,4036.42076890,1181.90,0.410000,150.90000,,,1.320000,2022,"Imaging","European Southern Observatory"
"K2-199 b","K2-199",107.51800000,3.22539930000,1.73000000,6.90000000,913.00,0.020000,88.80000,4491.00,0.682000,0.711000,2018,"Transit","K2"
"WASP-131 b","WASP-131",200.07500000,5.32201250000,13.74221034,86.76715511,,0.000000,84.96000,5990.00,1.561000,1.060000,2016,"Transit","SuperWASP-South"
"WASP-77 A b","WASP-77 A",105.16600000,1.36002939500,,529.31142902,,0.013530,89.99000,5617.00,0.910000,0.903000,2012,"Transit","SuperWASP"
"Proxima Cen d","Proxima Cen",1.30119000,5.12338000000,,0.26000000,282.00,0.000000,,2900.00,0.141000,0.122100,2025,"Radial Velocity","La Silla Observatory"
"TOI-1238 b","TOI-1238",70.71450000,0.76459700000,1.21000000,3.76000000,1133.00,0.250000,86.51000,4089.00,0.580000,0.590000,2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1238 c","TOI-1238",70.71450000,3.29473600000,2.11000000,8.32000000,695.00,0.150000,88.38000,4089.00,0.580000,0.590000,2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5799 c","TOI-5799",27.81230000,14.01044900000,1.76000000,,337.00,,89.31700,3452.00,0.321000,0.325000,2025,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"WASP-121 b","WASP-121",269.89800000,1.27492504000,19.52604438,371.85923619,2409.00,,,6628.00,1.461000,1.330000,2016,"Transit","SuperWASP"
"TOI-7510 d","TOI-7510",249.00600000,48.86446800000,10.52000000,190.00000000,542.40,0.040000,89.31200,5720.00,1.035000,1.063000,2025,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"HAT-P-16 b","HAT-P-16",226.63700000,,14.68376472,,1566.00,,88.40000,,,,2010,"Transit","HATNet"
"WASP-107 c","WASP-107",64.74140000,1088.00000000000,,115.00000000,,0.280000,,4425.00,0.670000,0.683000,2020,"Radial Velocity","Multiple Observatories"
"WASP-21 b","WASP-21",258.42600000,4.32248200000,11.99000000,95.34500000,,0.000000,88.75000,,,,2010,"Transit","SuperWASP"
"HAT-P-18 b","HAT-P-18",161.40000000,5.50802300000,11.15300000,62.61000000,852.00,0.084000,88.80000,4803.00,0.749000,0.770000,2010,"Transit","HATNet"
"HAT-P-23 b","HAT-P-23",364.81300000,1.21288400000,15.33400000,664.23700000,2056.00,0.106000,85.10000,5905.00,1.203000,1.130000,2010,"Transit","HATNet"
"WASP-10 b","WASP-10",140.99800000,3.09276160000,12.10600000,1001.12000000,1370.00,,88.49000,4675.00,0.698000,0.750000,2008,"Transit","SuperWASP"
"HAT-P-8 b","HAT-P-8",211.55300000,3.07634000000,15.69260000,406.82240000,,0.000000,87.80000,6200.00,1.570000,1.270000,2008,"Transit","HATNet"
"KELT-3 b","KELT-3",210.25200000,2.70339000000,17.48604000,616.59020000,,0.000000,84.14000,6304.00,1.700000,1.960000,2013,"Transit","KELT"
"LHS 1903 d","LHS 1903",35.69170000,12.56628700000,2.50000000,5.96000000,442.00,0.112000,,3664.00,0.539000,0.538000,2026,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1272 c","TOI-1272",137.57200000,8.68110000000,,21.70000000,,0.120000,,5065.00,0.793400,0.877200,2022,"Radial Velocity","W. M. Keck Observatory"
"HD 20794 d","HD 20794",6.00278000,89.68000000000,,2.98000000,,0.077000,,5368.00,0.930000,0.790000,2011,"Radial Velocity","La Silla Observatory"
"TOI-375 b","TOI-375",396.21300000,9.45469000000,10.77183045,236.78216321,1373.00,0.087000,,5259.90,2.900000,1.441000,2026,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1246 d","TOI-1246",169.42200000,18.65487400000,3.43139739,5.40000000,587.77,0.000000,,5213.00,0.864900,0.888900,2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"GJ 436 b","GJ 436",9.75321000,2.64388312000,4.17000000,22.10000000,,0.138270,86.44000,,0.455000,0.470000,2004,"Radial Velocity","W. M. Keck Observatory"
"KELT-14 b","KELT-14",250.12100000,1.71005660000,19.53728700,408.09372000,1970.00,0.000000,78.30000,5720.00,1.520000,1.239000,2016,"Transit","KELT-South"
"KELT-16 b","KELT-16",444.58600000,0.96899510000,15.86073500,874.03250000,2453.00,0.000000,84.40000,6236.00,1.360000,1.211000,2017,"Transit","KELT"
"KELT-9 b","KELT-9",204.45500000,1.48112350000,21.19621900,915.35040000,4050.00,0.000000,86.79000,10170.00,2.362000,2.520000,2017,"Transit","KELT-North"
"Kepler-68 b","Kepler-68",144.16600000,5.39875259000,2.35700000,8.03000000,1275.00,0.090000,87.23000,5847.00,1.256400,1.057000,2013,"Transit","Kepler"
"Kepler-1624 b","Kepler-1624",258.97900000,3.29030451800,5.70000000,,,,,3636.00,0.470000,0.500000,2016,"Transit","Kepler"
"LHS 1678 c","LHS 1678",19.87820000,3.69428400000,0.94100000,,,0.039000,88.82000,3490.00,0.329000,0.345000,2021,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"WASP-52 b","WASP-52",174.81800000,1.74977980000,14.24000000,146.20000000,1315.00,0.000000,85.35000,5000.00,0.790000,0.870000,2012,"Transit","SuperWASP"
"WASP-64 b","WASP-64",369.92600000,1.57329180000,14.24700000,403.94500000,1689.00,0.000000,86.57000,5400.00,1.058000,1.004000,2012,"Transit","SuperWASP"
"WASP-65 b","WASP-65",273.70300000,2.31142430000,12.46400000,492.62000000,1480.00,0.000000,88.80000,5600.00,1.010000,0.930000,2013,"Transit","SuperWASP"
"WASP-75 b","WASP-75",294.00100000,2.48419300000,14.23500000,340.06000000,1710.00,0.000000,82.00000,6100.00,1.260000,1.140000,2013,"Transit","SuperWASP"
"WASP-1 b","WASP-1",393.07200000,2.51994540000,16.62300000,271.41500000,,0.000000,90.00000,,1.470000,1.240000,2007,"Transit","SuperWASP"
"WASP-8 c","WASP-8",89.96060000,4323.00000000000,,3003.37000000,,0.000000,,,,1.040000,2013,"Radial Velocity","SuperWASP"
"TOI-6695 b","TOI-6695",282.53600000,80.38900000000,9.52763359,66.74396547,599.00,0.040000,90.62000,6400.00,1.517000,1.338000,2025,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"KELT-20 b","KELT-20",136.42600000,3.47410850000,19.51486900,1074.90106000,2262.00,,86.12000,8720.00,1.565000,1.760000,2017,"Transit","KELT-North"
"PSR J2322-2650 b","PSR J2322-2650",230.00000000,0.32296399700,,252.64306700,,0.001700,,,,1.400000,2017,"Pulsar Timing","Parkes Observatory"
"Qatar-1 b","Qatar-1",185.61500000,1.42002420000,12.81188700,411.27202000,1418.00,0.000000,84.08000,5013.00,0.803000,0.838000,2010,"Transit","Qatar"
"TrES-2 b","TrES-2",215.32000000,2.47063000000,15.24424000,473.56670000,,0.000000,83.57000,5850.00,1.120000,1.360000,2006,"Transit","TrES"
"HAT-P-15 b","HAT-P-15",192.51600000,10.86350000000,11.88154000,616.59020000,,0.190000,89.10000,5568.00,1.070000,1.000000,2010,"Transit","HATNet"
"HAT-P-22 b","HAT-P-22",81.76470000,3.21222000000,12.89035000,785.04010000,,0.020000,86.90000,5302.00,1.110000,1.130000,2010,"Transit","HATNet"
"TrES-1 b","TrES-1",159.65800000,3.03007000000,12.66617000,266.97720000,,0.000000,90.00000,5230.00,0.850000,1.040000,2004,"Transit","TrES"
"HAT-P-3 b","HAT-P-3",134.55400000,2.89970000000,10.53646000,206.58950000,,0.000000,87.24000,5185.00,0.870000,1.060000,2007,"Transit","HATNet"
"HAT-P-5 b","HAT-P-5",303.33600000,2.78849000000,13.56289000,311.47340000,,0.000000,86.75000,5960.00,1.120000,1.040000,2007,"Transit","HATNet"
"HAT-P-6 b","HAT-P-6",275.35800000,3.85298000000,16.58932000,419.53560000,,0.000000,85.51000,6570.00,1.620000,1.790000,2007,"Transit","HATNet"
"WASP-8 b","WASP-8",89.96060000,8.15872000000,12.66617000,807.28820000,,0.310000,88.55000,5600.00,1.030000,1.340000,2010,"Transit","SuperWASP"
"XO-1 b","XO-1",163.55300000,3.94153000000,12.77826000,263.79890000,,0.000000,88.81000,5750.00,0.880000,0.880000,2006,"Transit","XO"
"WASP-26 b","WASP-26",252.75900000,2.75660000000,13.56289000,270.15550000,,0.000000,82.50000,6034.00,1.220000,0.860000,2010,"Transit","SuperWASP"
"WASP-35 b","WASP-35",202.21800000,3.16158000000,14.57170000,225.65930000,,0.000000,87.96000,5990.00,1.080000,1.050000,2011,"Transit","SuperWASP"
"WASP-28 b","WASP-28",348.49400000,3.40883495000,13.66374747,282.54945382,1456.00,0.000000,88.51400,,1.083000,0.993000,2014,"Transit","SuperWASP"
"HD 86226 b","HD 86226",45.68300000,1628.00000000000,,143.02350000,176.00,0.059000,,5863.00,1.053000,1.019000,2009,"Radial Velocity","Las Campanas Observatory"
"K2-26 b","K2-26",99.05040000,14.56650000000,2.67000000,,430.00,,88.40000,3785.00,0.520000,0.560000,2016,"Transit","K2"
"K2-394 b","K2-394",98.01520000,5.09571700000,1.69200000,,,,,4938.00,0.631000,0.478000,2022,"Transit","K2"
"HAT-P-13 c","HAT-P-13",246.81000000,446.27000000000,,4538.42100000,,0.661600,,,,,2009,"Radial Velocity","W. M. Keck Observatory"
"TOI-1806.01","TOI-1806",55.52110000,15.14546930000,3.40953670,,337.47,,,3272.00,0.401575,0.392935,2024,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"HR 810 b","HR 810",17.31810000,302.79999000000,,721.47410000,,0.140000,,6167.00,1.130000,1.340000,1999,"Radial Velocity","La Silla Observatory"
"TOI-5238 b","TOI-5238",290.64600000,4.87217100000,5.22000000,,,,,5631.00,1.022830,1.000000,2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"WASP-95 b","WASP-95",137.54400000,2.18467000000,13.78707000,457.67520000,,0.000000,88.40000,5830.00,1.230000,1.460000,2014,"Transit","SuperWASP"
"TOI-4495 b","TOI-4495",132.21400000,2.56699000000,2.48300000,7.70000000,1735.00,0.078000,87.80000,6210.00,1.309000,1.247000,2026,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"TOI-4495 c","TOI-4495",132.21400000,5.18553000000,4.03000000,23.20000000,1365.00,0.023000,86.80000,6210.00,1.309000,1.247000,2024,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"WASP-48 b","WASP-48",454.14400000,2.14363000000,16.81350000,254.26400000,,0.000000,80.09000,5920.00,1.580000,0.880000,2011,"Transit","SuperWASP"
"HAT-P-40 b","HAT-P-40",464.46900000,4.45724000000,17.03768000,152.55840000,,0.000000,88.30000,6080.00,1.940000,1.030000,2012,"Transit","HATNet"
"WASP-94 A b","WASP-94 A",211.21100000,3.95019000000,17.71022000,158.91500000,,0.000000,88.70000,6170.00,1.480000,1.670000,2014,"Transit","SuperWASP"
"WASP-62 b","WASP-62",175.63100000,4.41195000000,14.79588000,165.27160000,,0.000000,88.30000,6230.00,1.230000,1.110000,2012,"Transit","SuperWASP"
"WASP-63 b","WASP-63",290.68400000,4.37808000000,15.80469000,117.59710000,,0.000000,87.80000,5550.00,1.860000,1.280000,2012,"Transit","SuperWASP"
"WASP-74 b","WASP-74",149.21600000,2.13775000000,15.24424000,228.83760000,,0.000000,79.81000,5990.00,1.420000,0.980000,2015,"Transit","SuperWASP"
"XO-2 S b","XO-2 S",151.39800000,18.15700000000,,82.63580000,,0.180000,,5399.00,1.000000,0.980000,2014,"Radial Velocity","Roque de los Muchachos Observatory"
"HAT-P-2 b","HAT-P-2",127.77400000,5.63351580000,,2739.69460000,,0.517200,,6380.00,1.390000,1.330000,2007,"Transit","HATNet"
"K2-165 b","K2-165",134.59100000,2.35499200000,1.27443657,,,,87.08276,5185.00,0.803827,0.834847,2018,"Transit","K2"
"HATS-59 c","HATS-59",642.88400000,1422.00000000000,,4036.44100000,175.90,0.083000,,5670.00,1.036000,1.038000,2018,"Radial Velocity","HATSouth"
"TOI-2068 b","TOI-2068",52.93280000,7.76891500000,1.82100000,,520.62,,89.01000,3710.00,0.535000,0.559000,2024,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"WASP-100 b","WASP-100",364.41100000,2.84938000000,14.90797000,400.46580000,,0.000000,82.60000,6900.00,1.570000,0.770000,2014,"Transit","SuperWASP"
"HD 20794 b","HD 20794",6.00278000,18.31400000000,,2.15000000,,0.064000,,5368.00,0.930000,0.790000,2011,"Radial Velocity","La Silla Observatory"
"LHS 1903 c","LHS 1903",35.69170000,6.22618500000,2.04600000,4.55000000,559.00,0.089000,,3664.00,0.539000,0.538000,2026,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"TOI-904 b","TOI-904",46.08910000,10.87720000000,2.42600000,,429.43,,88.19000,3770.20,0.527000,0.557000,2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"WASP-25 b","WASP-25",211.41600000,3.76483370000,13.80946422,179.25522155,1217.00,,88.19000,5697.00,0.884000,0.962000,2010,"Transit","SuperWASP"
"Kepler-273 c","Kepler-273",713.96400000,8.01492700000,1.98000000,,,,,5626.00,0.815000,,2014,"Transit","Kepler"
"TOI-2019 b","TOI-2019",198.00700000,15.34440000000,5.33275337,34.40000000,917.46,0.000000,,5626.00,1.745700,1.183200,2024,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1410.01","TOI-1410",72.75120000,1.21687000000,3.10083009,12.50000000,1236.70,0.000000,,4635.00,0.755800,0.794100,2024,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"HD 110067 g","HD 110067",32.15850000,54.76992000000,2.60700000,8.40000000,440.00,,89.72900,5266.00,0.788000,0.798000,2023,"Transit","Multiple Observatories"
"TOI-500 c","TOI-500",47.39240000,6.63560000000,,5.03000000,,0.072000,,4440.00,0.678000,0.740000,2022,"Radial Velocity","La Silla Observatory"
"ups And c","ups And",13.40540000,241.25800000000,,629.59500000,,0.259600,,,1.560000,1.300000,1999,"Radial Velocity","Multiple Observatories"
"ups And d","ups And",13.40540000,1276.46000000000,,1313.22000000,,0.298700,,,1.560000,1.300000,1999,"Radial Velocity","Multiple Observatories"
"TOI-283 b","TOI-283",82.70130000,17.61745000000,2.34000000,6.54000000,661.00,0.000000,89.12000,5213.00,0.850000,0.800000,2025,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"WASP-175 b","WASP-175",539.36000000,3.06529070000,13.54047200,314.65170000,1571.00,0.000000,85.33000,6229.00,1.204000,1.212000,2019,"Transit","WASP-South"
"WASP-164 b","WASP-164",327.50600000,1.77712550000,12.64375200,676.97790000,1610.00,0.000000,82.73000,5806.00,0.932000,0.946000,2018,"Transit","SuperWASP-South"
"HD 207496 b","HD 207496",23.60600000,6.44100800000,2.25000000,6.10000000,743.00,0.231000,88.79000,4819.00,0.769000,0.800000,2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"GJ 1002 b","GJ 1002",4.84867000,10.34650000000,,1.08000000,230.90,,,3024.00,0.137000,0.120000,2022,"Radial Velocity","Multiple Observatories"
"HD 110067 e","HD 110067",32.15850000,30.79309100000,1.94000000,3.90000000,533.00,,89.86700,5266.00,0.788000,0.798000,2023,"Transit","Multiple Observatories"
"TOI-1807 b","TOI-1807",42.57750000,0.54937097000,1.49681583,2.44000000,1694.10,0.000000,,4914.00,0.746000,0.804800,2021,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"GJ 9827 b","GJ 9827",29.66100000,1.20897400000,1.44000000,4.28000000,1035.01,,87.60000,4236.00,0.580000,0.620000,2017,"Transit","K2"
"WASP-182 b","WASP-182",327.60200000,3.37698480000,9.52765000,47.03884000,1479.00,0.000000,83.88000,5638.00,1.340000,1.076000,2019,"Transit","WASP-South"
"CoRoT-32 b","CoRoT-32",576.68300000,6.71837000000,6.38913000,47.67450000,938.00,,89.00000,5970.00,0.790000,1.080000,2018,"Transit","CoRoT"
"Kepler-387 b","Kepler-387",801.05200000,6.79163600000,1.03000000,,,,,5774.00,1.046000,,2014,"Transit","Kepler"
"TOI-125 c","TOI-125",111.05900000,9.15059000000,2.75900000,6.63000000,827.80,0.066000,88.54000,5320.00,0.848000,0.859000,2019,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"GJ 887 e","GJ 887",3.28679000,4.42490000000,,1.46000000,544.00,,,3688.00,0.468000,0.495000,2026,"Radial Velocity","Multiple Observatories"
"HATS-11 b","HATS-11",944.60300000,3.61918800000,18.03000000,,1596.00,,,6563.00,1.540000,1.330000,2016,"Transit","HATSouth"
"HATS-36 b","HATS-36",856.43600000,4.17518600000,12.92000000,,1203.00,,,5950.00,1.100000,1.100000,2018,"Transit","HATSouth"
"HATS-6 b","HATS-6",169.31800000,3.32527250000,11.18658200,101.38777000,712.80,0.000000,88.21000,3724.00,0.570000,0.574000,2015,"Transit","HATSouth"
"TOI-3353.01","TOI-3353",78.75770000,4.66579650000,2.66675550,,1264.36,,,6365.00,1.020700,1.332089,2024,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"K2-199 c","K2-199",107.51800000,7.37448970000,2.85000000,12.40000000,694.00,0.030000,87.70000,4491.00,0.682000,0.711000,2018,"Transit","K2"
"K2-155 b","K2-155",72.79980000,6.34200000000,1.80000000,,708.00,,88.30000,4258.00,0.580000,0.650000,2018,"Transit","K2"
"HATS-5 b","HATS-5",246.38400000,4.76338700000,10.22300000,75.32300000,1025.00,0.019000,89.30000,5304.00,0.871000,0.936000,2014,"Transit","HATSouth"
"TOI-849 b","TOI-849",225.73400000,0.76554800000,3.64000000,41.80000000,,0.000000,,5257.00,0.970000,0.970000,2020,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"TOI-2768 b","TOI-2768",78.45250000,1.50801000000,2.63000000,,855.00,,87.78000,4008.00,0.657000,0.630000,2024,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"TOI-4127 b","TOI-4127",319.63200000,56.39879000000,12.28504285,731.00533610,605.10,0.747100,89.30000,6096.00,1.293000,1.230000,2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"K2-371 b","K2-371",442.81300000,3.11490500000,13.02400000,,,,,4925.00,0.736000,0.958000,2022,"Transit","K2"
"TOI-2525 b","TOI-2525",395.39800000,23.28560000000,8.67575106,26.69758619,,0.170000,89.50000,5096.00,0.785000,0.849000,2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"GJ 806 c","GJ 806",12.04450000,6.64064000000,,5.80000000,490.00,,,3600.00,0.414400,0.413000,2023,"Radial Velocity","Multiple Observatories"
"TOI-5110 b","TOI-5110",392.25900000,30.15857700000,11.98240037,921.70238030,976.00,0.745000,85.20000,6160.00,2.333000,1.469000,2024,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"Wendelstein-1 b","Wendelstein-1",305.30000000,2.66341600000,11.56096260,188.15536000,2198.00,0.012000,86.12000,4251.00,0.610000,0.650000,2020,"Transit","Haleakala Observatory"
"K2-132 b","K2-132",609.81800000,9.17510000000,14.57170000,155.73670000,,,,4840.00,3.850000,1.080000,2017,"Transit","K2"
"Kepler-720 b","Kepler-720",1065.37000000,4.70832654200,8.41000000,,,,,5618.00,0.920000,0.950000,2016,"Transit","Kepler"
"TOI-942 b","TOI-942",152.60100000,4.32421000000,3.89000000,,,0.340000,89.96600,,0.894000,0.822000,2020,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"HR 8799 d","HR 8799",41.24410000,37000.00000000000,13.00000000,3000.00000000,,,,,,1.500000,2008,"Imaging","W. M. Keck Observatory"
"HR 8799 c","HR 8799",41.24410000,69000.00000000000,13.00000000,3000.00000000,,,,,,1.500000,2008,"Imaging","Gemini Observatory"
"Kepler-1331 b","Kepler-1331",319.19700000,0.78916165300,1.05000000,,,,,4508.00,0.690000,0.720000,2016,"Transit","Kepler"
